date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:53:01	101447/101447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/procounsel-landing/home-boxed.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/procounsel-landing/home-boxed.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:53:01	62703/62703	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/team.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/team.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:01	63079/63079	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/team-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/team-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:02	62354/62354	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/team-details.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/team-details.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:02	54581/54581	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/project.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/project.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:02	167491/167491	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/procounsel-landing/home-dark.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/procounsel-landing/home-dark.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:53:03	85301/85301	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/about.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/about.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:04	54952/54952	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/project-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/project-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:05	65437/65437	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/project-details.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/project-details.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:05	63493/63493	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/packages.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/packages.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:05	52444/52444	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/gallery.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/gallery.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:06	60999/60999	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/packages-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/packages-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:06	51763/51763	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/gallery-grid.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/gallery-grid.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:06	52774/52774	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/gallery-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/gallery-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:07	53220/53220	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/gallery-filter.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/gallery-filter.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:09	58494/58494	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/faq.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/faq.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:09	48727/48727	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/404.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/404.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:09	51186/51186	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/login.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/login.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:10	56571/56571	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/services.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/services.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:11	56860/56860	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/services-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/services-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:11	61605/61605	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-criminal.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-criminal.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:12	61596/61596	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-family.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-family.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:12	61616/61616	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-real-estate.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-real-estate.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:12	61612/61612	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-employment.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-employment.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:13	61608/61608	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-ecommerce.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-ecommerce.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:13	61612/61612	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/service-d-healthcare.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/service-d-healthcare.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:14	63709/63709	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/products.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/products.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:14	67849/67849	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/products-left.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/products-left.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:14	67849/67849	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/products-right.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/products-right.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:14	59947/59947	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/products-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/products-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:14	60358/60358	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/product-details.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/product-details.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:15	53421/53421	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/cart.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/cart.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:15	61826/61826	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-grid.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-grid.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:16	59268/59268	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/checkout.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/checkout.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:16	77705/77705	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-grid-left.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-grid-left.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:16	77706/77706	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-grid-right.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-grid-right.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:16	57811/57811	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-list.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-list.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:17	67220/67220	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-list-left.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-list-left.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:17	67220/67220	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-list-right.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-list-right.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:18	68847/68847	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-carousel.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-carousel.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:19	57156/57156	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-details.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-details.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:19	66574/66574	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-details-left.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-details-left.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:19	66574/66574	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/blog-details-right.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/blog-details-right.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:19	58832/58832	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/contact.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/contact.html	(from https://bracketweb.com/procounsel-html/index.html)
23:53:28	231089/231089	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:53:29	265835/265835	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/about-1-1.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/about-1-1.png	(from https://bracketweb.com/procounsel-html/index.html)
